Idade,Gênero,Area_Setor,Modelo_Trabalho,Autonomia_Trabalho,Horas_Extras_Semana,Reunioes_Intensas_Semana,EE_Exaustao,C_Cinismo,EP_Eficacia,Risco_Score,TARGET_Risco_Burnout
53,Masculino,Vendas/MKT,Home Office,5,7,6,4,4,5,14.3,Moderado Risco
31,Feminino,Administrativo,Híbrido,3,10,2,5,1,5,12.7,Moderado Risco
31,Feminino,Administrativo,Presencial,2,5,2,3,4,2,14.8,Moderado Risco
57,Feminino,Educação,Híbrido,2,8,7,2,3,1,14.1,Moderado Risco
29,Feminino,Tecnologia,Presencial,1,14,2,4,3,5,13.6,Moderado Risco
41,Masculino,Vendas/MKT,Home Office,3,10,5,2,5,4,15.0,Moderado Risco
53,Masculino,Tecnologia,Presencial,3,0,5,5,2,2,14.9,Moderado Risco
35,Masculino,Educação,Presencial,5,8,2,5,1,2,14.2,Moderado Risco
49,Feminino,Vendas/MKT,Híbrido,4,2,1,4,2,4,10.4,Baixo Risco
45,Feminino,Vendas/MKT,Híbrido,4,14,7,4,4,2,18.8,Alto Risco
36,Masculino,Administrativo,Presencial,3,1,0,5,1,5,9.7,Baixo Risco
43,Masculino,Vendas/MKT,Presencial,1,11,2,5,4,3,18.3,Alto Risco
51,Masculino,Educação,Home Office,2,7,5,1,2,1,11.4,Baixo Risco
25,Feminino,Saúde,Híbrido,3,9,5,4,5,3,19.5,Alto Risco
34,Feminino,Administrativo,Presencial,3,4,4,4,3,2,14.6,Moderado Risco
44,Feminino,Tecnologia,Híbrido,1,12,11,5,3,4,18.1,Alto Risco
29,Outro,Administrativo,Presencial,1,0,2,3,3,2,12.1,Moderado Risco
39,Feminino,Saúde,Presencial,4,0,9,1,1,2,10.7,Baixo Risco
33,Masculino,Tecnologia,Home Office,3,1,4,3,4,2,14.3,Moderado Risco
52,Masculino,Vendas/MKT,Híbrido,3,6,2,5,3,1,17.6,Alto Risco
35,Feminino,Tecnologia,Presencial,5,1,9,1,4,2,12.3,Moderado Risco
55,Masculino,Vendas/MKT,Home Office,2,8,1,1,3,2,10.6,Baixo Risco
39,Masculino,Saúde,Home Office,5,5,11,5,2,2,19.4,Alto Risco
55,Masculino,Administrativo,Presencial,5,3,2,2,5,4,11.0,Baixo Risco
32,Feminino,Educação,Híbrido,2,11,7,2,4,5,12.8,Moderado Risco
33,Feminino,Educação,Home Office,3,12,2,4,1,2,14.2,Moderado Risco
36,Feminino,Financeiro,Híbrido,4,13,3,5,3,2,18.1,Alto Risco
52,Feminino,Tecnologia,Híbrido,2,3,3,5,2,2,13.9,Moderado Risco
50,Masculino,Vendas/MKT,Híbrido,1,2,6,3,3,1,14.1,Moderado Risco
47,Masculino,Tecnologia,Híbrido,3,8,4,5,5,4,18.0,Alto Risco
39,Feminino,Financeiro,Híbrido,2,1,5,2,3,3,10.6,Baixo Risco
53,Masculino,Educação,Híbrido,2,8,0,5,5,5,16.0,Moderado Risco
43,Masculino,Financeiro,Presencial,2,2,5,3,4,2,14.3,Moderado Risco
59,Feminino,Tecnologia,Home Office,4,3,6,4,5,3,16.0,Moderado Risco
38,Feminino,Tecnologia,Presencial,5,8,8,1,2,3,10.4,Baixo Risco
44,Masculino,Tecnologia,Híbrido,5,2,10,4,2,1,15.4,Moderado Risco
45,Masculino,Administrativo,Híbrido,2,5,7,3,4,1,16.8,Moderado Risco
29,Masculino,Tecnologia,Home Office,2,11,3,5,1,3,14.7,Moderado Risco
27,Feminino,Administrativo,Híbrido,5,14,4,2,2,2,13.4,Moderado Risco
26,Feminino,Tecnologia,Home Office,4,4,5,5,4,5,14.3,Moderado Risco
50,Feminino,Tecnologia,Presencial,3,5,5,1,4,2,12.8,Moderado Risco
49,Masculino,Logística,Híbrido,5,4,6,2,2,4,10.4,Baixo Risco
32,Masculino,Tecnologia,Home Office,2,12,9,4,4,4,17.8,Alto Risco
22,Feminino,Educação,Home Office,4,13,2,3,4,4,14.3,Moderado Risco
40,Masculino,Administrativo,Híbrido,4,10,0,4,3,2,16.6,Moderado Risco
30,Masculino,Tecnologia,Híbrido,2,2,7,1,4,1,12.3,Moderado Risco
48,Masculino,Vendas/MKT,Presencial,1,1,4,1,2,3,7.9,Baixo Risco
55,Outro,Financeiro,Híbrido,4,9,3,5,2,3,14.4,Moderado Risco
25,Feminino,Tecnologia,Híbrido,5,12,9,5,2,2,18.9,Alto Risco
57,Masculino,Tecnologia,Presencial,1,8,6,5,3,2,17.6,Alto Risco
39,Feminino,Administrativo,Home Office,3,3,0,1,2,5,4.9,Baixo Risco
36,Feminino,Tecnologia,Home Office,5,9,11,2,4,4,13.3,Moderado Risco
34,Masculino,Administrativo,Presencial,2,11,4,4,5,2,20.0,Alto Risco
40,Masculino,Logística,Híbrido,1,5,1,4,3,5,14.1,Moderado Risco
27,Masculino,Tecnologia,Home Office,5,8,11,3,5,5,15.0,Moderado Risco
33,Masculino,Financeiro,Presencial,4,4,2,3,1,1,10.7,Baixo Risco
58,Masculino,Vendas/MKT,Híbrido,2,6,4,2,5,4,13.5,Moderado Risco
38,Masculino,Vendas/MKT,Híbrido,1,11,6,5,4,3,19.3,Alto Risco
44,Feminino,Financeiro,Presencial,4,13,0,5,3,2,18.1,Alto Risco
47,Masculino,Administrativo,Híbrido,2,4,5,2,2,1,11.4,Baixo Risco
50,Masculino,Tecnologia,Home Office,2,14,1,4,2,1,16.4,Moderado Risco
54,Masculino,Administrativo,Híbrido,1,11,3,5,5,5,17.5,Alto Risco
48,Feminino,Vendas/MKT,Híbrido,1,8,4,4,5,3,17.5,Alto Risco
46,Masculino,Vendas/MKT,Híbrido,1,1,0,1,5,1,12.5,Moderado Risco
31,Masculino,Vendas/MKT,Home Office,5,2,6,3,4,4,12.3,Moderado Risco
44,Masculino,Logística,Home Office,2,4,6,5,2,1,17.9,Alto Risco
42,Outro,Educação,Presencial,3,1,6,3,1,5,7.7,Baixo Risco
42,Feminino,Logística,Home Office,4,11,4,2,4,1,18.8,Alto Risco
34,Masculino,Financeiro,Presencial,1,13,7,1,2,5,8.9,Baixo Risco
58,Masculino,Logística,Presencial,2,5,0,5,2,1,18.4,Alto Risco
54,Masculino,Saúde,Híbrido,4,9,10,5,2,4,17.4,Alto Risco
45,Masculino,Financeiro,Híbrido,3,2,1,4,2,2,12.4,Moderado Risco
32,Masculino,Saúde,Híbrido,4,4,6,3,3,2,15.1,Moderado Risco
38,Masculino,Tecnologia,Híbrido,3,4,6,1,2,1,9.9,Baixo Risco
25,Masculino,Saúde,Presencial,1,9,5,4,5,3,19.5,Alto Risco
46,Feminino,Administrativo,Presencial,5,7,7,1,2,2,10.4,Baixo Risco
51,Masculino,Financeiro,Híbrido,3,8,2,1,1,1,9.2,Baixo Risco
30,Feminino,Vendas/MKT,Presencial,1,3,4,2,3,2,11.6,Baixo Risco
42,Feminino,Tecnologia,Presencial,4,9,1,2,1,5,6.7,Baixo Risco
41,Masculino,Financeiro,Presencial,4,0,5,4,1,1,13.2,Moderado Risco
40,Feminino,Tecnologia,Home Office,4,4,5,4,1,1,13.2,Moderado Risco
40,Masculino,Tecnologia,Home Office,5,3,8,4,4,2,16.8,Moderado Risco
33,Feminino,Educação,Presencial,2,4,1,1,2,4,5.9,Baixo Risco
58,Feminino,Educação,Presencial,3,10,7,5,2,1,18.9,Alto Risco
38,Masculino,Saúde,Híbrido,2,13,6,2,1,1,15.2,Moderado Risco
58,Feminino,Financeiro,Home Office,4,14,0,5,2,4,14.9,Moderado Risco
49,Masculino,Administrativo,Presencial,5,8,0,3,4,4,12.8,Moderado Risco
56,Feminino,Tecnologia,Home Office,1,7,4,2,2,4,9.9,Baixo Risco
39,Feminino,Tecnologia,Híbrido,5,10,10,3,2,3,14.9,Moderado Risco
35,Feminino,Educação,Home Office,2,10,5,3,1,3,12.7,Moderado Risco
56,Feminino,Tecnologia,Presencial,4,10,3,4,3,4,14.6,Moderado Risco
28,Masculino,Administrativo,Home Office,3,7,0,1,3,3,9.6,Baixo Risco
34,Feminino,Educação,Híbrido,5,7,5,5,2,4,14.4,Moderado Risco
39,Masculino,Financeiro,Home Office,2,0,2,3,1,5,6.7,Baixo Risco
58,Masculino,Financeiro,Híbrido,2,11,5,4,3,5,14.6,Moderado Risco
34,Masculino,Logística,Híbrido,1,6,3,1,3,1,13.6,Moderado Risco
57,Masculino,Tecnologia,Home Office,3,12,4,2,5,1,18.0,Alto Risco
52,Feminino,Administrativo,Home Office,2,3,4,3,3,4,11.1,Baixo Risco
23,Feminino,Educação,Híbrido,3,5,0,4,4,4,14.3,Moderado Risco
37,Masculino,Tecnologia,Híbrido,4,3,9,4,5,3,17.0,Alto Risco
30,Masculino,Logística,Home Office,5,11,2,4,1,1,17.2,Alto Risco
30,Masculino,Tecnologia,Home Office,2,4,10,2,5,3,14.0,Moderado Risco
59,Masculino,Tecnologia,Presencial,4,4,7,1,3,2,10.1,Baixo Risco
32,Feminino,Educação,Híbrido,1,0,1,5,5,4,15.5,Moderado Risco
43,Feminino,Educação,Home Office,3,5,0,5,1,1,15.2,Moderado Risco
54,Masculino,Logística,Híbrido,4,9,4,3,2,1,16.4,Moderado Risco
57,Masculino,Tecnologia,Home Office,3,7,3,1,4,3,10.8,Baixo Risco
44,Masculino,Educação,Home Office,3,12,5,3,2,5,11.9,Baixo Risco
55,Masculino,Tecnologia,Home Office,2,4,9,5,1,4,12.7,Moderado Risco
30,Feminino,Educação,Home Office,3,13,1,2,2,4,10.4,Baixo Risco
45,Feminino,Logística,Home Office,4,9,1,1,4,4,11.8,Baixo Risco
29,Masculino,Educação,Home Office,1,12,3,1,1,5,6.7,Baixo Risco
28,Masculino,Administrativo,Home Office,2,11,0,3,2,4,11.9,Baixo Risco
57,Masculino,Administrativo,Presencial,5,5,4,3,4,5,12.8,Moderado Risco
39,Feminino,Administrativo,Presencial,1,4,5,2,5,5,11.0,Baixo Risco
24,Feminino,Administrativo,Híbrido,4,0,5,1,2,3,7.9,Baixo Risco
49,Masculino,Vendas/MKT,Home Office,2,4,1,5,5,4,15.5,Moderado Risco
27,Feminino,Administrativo,Híbrido,3,1,3,5,3,5,12.1,Moderado Risco
42,Masculino,Administrativo,Presencial,1,3,3,4,5,5,13.0,Moderado Risco
49,Masculino,Vendas/MKT,Híbrido,2,1,5,5,5,3,17.5,Alto Risco
22,Masculino,Tecnologia,Home Office,5,7,4,4,3,4,14.1,Moderado Risco
57,Feminino,Tecnologia,Home Office,5,13,5,4,1,2,15.2,Moderado Risco
42,Masculino,Vendas/MKT,Home Office,5,12,6,3,3,5,13.1,Moderado Risco
56,Feminino,Financeiro,Híbrido,2,12,4,5,5,1,22.5,Alto Risco
34,Feminino,Vendas/MKT,Híbrido,1,6,5,4,1,3,12.7,Moderado Risco
31,Feminino,Saúde,Híbrido,3,8,11,5,2,3,18.4,Alto Risco
31,Feminino,Financeiro,Híbrido,1,3,6,5,4,3,16.3,Moderado Risco
34,Masculino,Vendas/MKT,Híbrido,3,4,7,5,1,4,11.7,Baixo Risco
58,Feminino,Administrativo,Híbrido,1,14,1,2,5,2,16.0,Moderado Risco
59,Feminino,Tecnologia,Presencial,1,8,2,4,2,1,14.9,Moderado Risco
45,Outro,Administrativo,Híbrido,2,8,2,5,1,3,13.2,Moderado Risco
23,Feminino,Vendas/MKT,Presencial,5,1,6,3,4,5,11.3,Baixo Risco
43,Masculino,Saúde,Presencial,5,11,4,2,5,2,19.0,Alto Risco
38,Feminino,Financeiro,Híbrido,5,10,4,4,3,2,17.6,Alto Risco
57,Feminino,Tecnologia,Presencial,5,13,3,1,4,3,12.3,Moderado Risco
35,Masculino,Tecnologia,Híbrido,1,14,2,4,4,1,18.8,Alto Risco
31,Feminino,Financeiro,Presencial,5,0,2,2,4,3,10.8,Baixo Risco
56,Masculino,Tecnologia,Híbrido,1,2,3,3,4,1,14.3,Moderado Risco
46,Feminino,Tecnologia,Home Office,3,9,10,2,2,3,11.9,Baixo Risco
24,Feminino,Vendas/MKT,Híbrido,4,0,4,5,1,3,12.7,Moderado Risco
59,Feminino,Logística,Híbrido,4,5,7,2,4,3,15.3,Moderado Risco
38,Feminino,Educação,Home Office,3,7,1,1,4,4,9.8,Baixo Risco
33,Feminino,Tecnologia,Híbrido,1,3,5,1,5,3,11.5,Baixo Risco
45,Masculino,Vendas/MKT,Presencial,5,10,7,5,3,2,19.1,Alto Risco
50,Masculino,Administrativo,Presencial,2,3,6,5,5,5,15.5,Moderado Risco
46,Feminino,Logística,Híbrido,1,10,4,1,1,5,9.7,Baixo Risco
57,Feminino,Administrativo,Híbrido,1,14,7,3,2,3,13.9,Moderado Risco
47,Masculino,Vendas/MKT,Presencial,3,9,0,2,3,4,10.1,Baixo Risco
59,Masculino,Vendas/MKT,Home Office,3,0,0,1,5,3,10.5,Baixo Risco
22,Masculino,Vendas/MKT,Presencial,2,8,0,5,5,3,18.0,Alto Risco
41,Masculino,Tecnologia,Home Office,5,9,4,5,2,1,17.4,Alto Risco
49,Feminino,Saúde,Home Office,4,7,8,3,2,2,16.4,Moderado Risco
37,Feminino,Tecnologia,Home Office,5,13,4,4,3,1,18.6,Alto Risco
38,Masculino,Tecnologia,Home Office,5,13,3,5,4,5,16.3,Moderado Risco
49,Masculino,Tecnologia,Presencial,1,12,5,3,2,4,12.9,Moderado Risco
33,Masculino,Administrativo,Home Office,2,2,3,1,5,1,12.5,Moderado Risco
48,Feminino,Saúde,Presencial,1,13,5,4,5,2,22.0,Alto Risco
51,Outro,Administrativo,Home Office,3,13,4,1,4,2,14.3,Moderado Risco
55,Masculino,Logística,Híbrido,4,2,2,3,4,2,15.3,Moderado Risco
58,Feminino,Saúde,Híbrido,2,12,3,1,2,5,9.9,Baixo Risco
27,Masculino,Financeiro,Home Office,2,9,4,2,4,1,15.3,Moderado Risco
28,Feminino,Saúde,Presencial,5,3,2,3,5,2,16.5,Moderado Risco
53,Feminino,Administrativo,Presencial,1,3,6,4,2,5,10.4,Baixo Risco
53,Feminino,Vendas/MKT,Híbrido,5,1,6,5,3,4,14.1,Moderado Risco
46,Feminino,Tecnologia,Home Office,5,3,10,1,1,3,7.7,Baixo Risco
54,Feminino,Administrativo,Híbrido,2,1,7,3,2,4,9.9,Baixo Risco
28,Masculino,Vendas/MKT,Híbrido,4,10,4,1,3,1,14.1,Moderado Risco
33,Feminino,Tecnologia,Home Office,3,14,10,3,5,4,17.5,Alto Risco
37,Masculino,Educação,Presencial,5,10,7,3,2,5,11.9,Baixo Risco
37,Feminino,Educação,Híbrido,4,6,0,4,2,1,14.9,Moderado Risco
57,Feminino,Saúde,Home Office,5,4,9,1,2,2,11.9,Baixo Risco
34,Masculino,Vendas/MKT,Híbrido,4,6,7,1,4,5,9.8,Baixo Risco
28,Masculino,Tecnologia,Híbrido,1,5,1,3,4,1,15.8,Moderado Risco
57,Outro,Financeiro,Presencial,3,1,5,2,5,1,15.0,Moderado Risco
30,Outro,Tecnologia,Presencial,2,13,5,5,3,5,16.1,Moderado Risco
53,Feminino,Administrativo,Presencial,1,11,4,5,2,4,15.9,Moderado Risco
32,Feminino,Vendas/MKT,Híbrido,5,1,2,2,1,4,6.2,Baixo Risco
29,Masculino,Tecnologia,Presencial,5,0,9,4,1,2,13.2,Moderado Risco
54,Outro,Saúde,Híbrido,3,12,1,2,1,1,14.2,Moderado Risco
44,Masculino,Tecnologia,Presencial,3,0,2,2,4,4,9.8,Baixo Risco
46,Masculino,Vendas/MKT,Home Office,3,12,5,4,5,1,21.0,Alto Risco
29,Masculino,Tecnologia,Home Office,5,4,4,3,2,4,9.9,Baixo Risco
43,Feminino,Vendas/MKT,Híbrido,5,4,4,1,5,5,9.5,Baixo Risco
25,Masculino,Administrativo,Híbrido,2,6,2,5,4,5,14.8,Moderado Risco
24,Masculino,Educação,Home Office,3,0,3,5,2,4,11.9,Baixo Risco
50,Masculino,Saúde,Híbrido,4,4,2,5,2,5,12.9,Moderado Risco
50,Feminino,Financeiro,Home Office,2,1,7,2,5,1,15.0,Moderado Risco
55,Feminino,Financeiro,Presencial,4,9,5,3,1,5,9.2,Baixo Risco
55,Feminino,Educação,Home Office,1,0,6,3,1,2,10.7,Baixo Risco
49,Feminino,Educação,Híbrido,3,6,0,2,3,4,10.1,Baixo Risco
34,Masculino,Logística,Presencial,2,14,6,4,3,2,19.6,Alto Risco
36,Feminino,Financeiro,Home Office,2,2,5,4,5,5,14.0,Moderado Risco
44,Feminino,Administrativo,Home Office,1,10,7,3,2,4,12.9,Moderado Risco
47,Feminino,Tecnologia,Híbrido,1,8,10,2,4,4,13.3,Moderado Risco
25,Masculino,Financeiro,Home Office,1,14,1,5,4,1,20.3,Alto Risco
47,Masculino,Vendas/MKT,Presencial,2,4,4,1,3,1,11.1,Baixo Risco
30,Feminino,Tecnologia,Híbrido,5,4,1,3,3,5,9.1,Baixo Risco
26,Feminino,Vendas/MKT,Presencial,4,4,2,5,4,1,17.3,Alto Risco
53,Feminino,Vendas/MKT,Presencial,4,8,5,3,1,1,13.2,Moderado Risco
41,Masculino,Educação,Home Office,1,12,7,1,5,2,15.5,Moderado Risco
32,Feminino,Tecnologia,Híbrido,5,9,11,4,3,2,17.1,Alto Risco
36,Masculino,Tecnologia,Presencial,5,12,2,3,3,2,15.1,Moderado Risco
53,Masculino,Saúde,Híbrido,1,0,8,2,4,5,12.8,Moderado Risco
49,Feminino,Saúde,Presencial,3,4,2,4,1,4,11.2,Baixo Risco
43,Masculino,Administrativo,Híbrido,2,9,1,4,4,3,15.3,Moderado Risco
38,Feminino,Educação,Presencial,3,5,4,5,3,5,14.6,Moderado Risco
47,Masculino,Saúde,Home Office,5,8,8,2,4,4,15.3,Moderado Risco
28,Feminino,Administrativo,Presencial,1,2,4,3,5,1,16.5,Moderado Risco
47,Masculino,Vendas/MKT,Híbrido,2,0,4,3,3,5,10.1,Baixo Risco
46,Masculino,Saúde,Presencial,4,11,10,2,3,4,15.6,Moderado Risco
31,Masculino,Financeiro,Híbrido,5,10,7,4,3,5,14.6,Moderado Risco
40,Feminino,Tecnologia,Presencial,2,10,11,3,3,1,18.1,Alto Risco
32,Feminino,Administrativo,Híbrido,2,7,1,3,3,1,14.6,Moderado Risco
34,Masculino,Logística,Híbrido,3,8,4,3,2,5,12.4,Moderado Risco
29,Masculino,Administrativo,Home Office,4,11,5,1,2,5,8.9,Baixo Risco
25,Masculino,Saúde,Presencial,3,10,1,2,4,3,15.8,Moderado Risco
52,Feminino,Administrativo,Home Office,3,5,2,1,2,2,9.4,Baixo Risco
49,Feminino,Tecnologia,Presencial,3,4,8,1,3,4,9.1,Baixo Risco
32,Masculino,Administrativo,Presencial,3,11,3,5,3,1,19.1,Alto Risco
22,Feminino,Administrativo,Presencial,5,7,6,3,3,1,15.6,Moderado Risco
59,Feminino,Financeiro,Presencial,4,11,1,1,2,4,8.9,Baixo Risco
45,Feminino,Vendas/MKT,Híbrido,3,5,7,2,2,5,8.9,Baixo Risco
52,Masculino,Vendas/MKT,Home Office,5,5,6,5,1,3,14.2,Moderado Risco
47,Masculino,Administrativo,Presencial,5,8,1,5,3,4,14.6,Moderado Risco
26,Outro,Saúde,Híbrido,2,8,11,4,1,5,13.7,Moderado Risco
41,Feminino,Financeiro,Híbrido,2,0,1,4,1,1,12.2,Moderado Risco
32,Masculino,Administrativo,Híbrido,1,11,6,5,1,5,13.7,Moderado Risco
54,Masculino,Vendas/MKT,Híbrido,5,1,0,2,3,2,10.6,Baixo Risco
59,Feminino,Financeiro,Home Office,1,0,6,1,2,3,7.9,Baixo Risco
48,Masculino,Vendas/MKT,Presencial,5,1,7,4,3,2,14.6,Moderado Risco
55,Feminino,Tecnologia,Home Office,3,2,11,1,2,2,9.9,Baixo Risco
36,Feminino,Vendas/MKT,Presencial,3,12,6,2,3,5,11.6,Baixo Risco
53,Feminino,Saúde,Híbrido,1,13,6,1,5,5,14.5,Moderado Risco
42,Feminino,Saúde,Híbrido,3,12,8,5,5,4,22.5,Alto Risco
26,Masculino,Financeiro,Híbrido,3,1,6,4,3,1,15.6,Moderado Risco
27,Feminino,Financeiro,Presencial,2,5,3,2,3,3,11.1,Baixo Risco
59,Feminino,Logística,Presencial,3,3,0,5,3,2,17.1,Alto Risco
43,Feminino,Logística,Presencial,2,14,4,2,5,5,16.0,Moderado Risco
39,Masculino,Saúde,Home Office,4,4,2,4,3,1,16.6,Moderado Risco
35,Masculino,Tecnologia,Presencial,5,9,8,1,4,4,11.8,Baixo Risco
31,Masculino,Vendas/MKT,Home Office,2,8,6,2,4,5,11.3,Baixo Risco
34,Masculino,Financeiro,Presencial,2,1,7,4,4,4,13.8,Moderado Risco
52,Feminino,Logística,Home Office,2,2,1,5,3,5,14.1,Moderado Risco
51,Feminino,Educação,Híbrido,5,13,2,4,1,3,13.2,Moderado Risco
24,Masculino,Administrativo,Presencial,5,9,1,1,1,2,8.2,Baixo Risco
51,Feminino,Vendas/MKT,Home Office,5,0,7,4,2,4,11.4,Baixo Risco
27,Feminino,Tecnologia,Presencial,3,14,8,5,4,4,19.3,Alto Risco
50,Masculino,Vendas/MKT,Híbrido,2,1,1,5,5,4,15.5,Moderado Risco
29,Feminino,Administrativo,Híbrido,5,0,5,2,4,5,9.8,Baixo Risco
54,Feminino,Financeiro,Híbrido,4,13,4,5,4,4,18.3,Alto Risco
38,Masculino,Administrativo,Home Office,5,8,5,3,2,5,10.4,Baixo Risco
32,Feminino,Logística,Home Office,1,2,4,5,4,5,16.3,Moderado Risco
34,Masculino,Financeiro,Home Office,1,2,4,1,1,3,6.7,Baixo Risco
32,Masculino,Saúde,Home Office,2,12,5,5,5,5,20.5,Alto Risco
52,Masculino,Educação,Híbrido,2,6,0,2,1,1,10.7,Baixo Risco
49,Masculino,Saúde,Presencial,2,0,6,5,4,4,17.3,Alto Risco
27,Feminino,Tecnologia,Home Office,3,8,11,4,3,2,17.1,Alto Risco
37,Feminino,Tecnologia,Híbrido,1,6,5,4,5,4,16.5,Moderado Risco
25,Feminino,Saúde,Presencial,1,14,9,4,5,1,24.0,Alto Risco
56,Feminino,Financeiro,Híbrido,2,8,7,3,2,5,10.4,Baixo Risco
47,Outro,Logística,Home Office,1,7,7,2,2,3,12.9,Moderado Risco
33,Masculino,Saúde,Presencial,1,4,10,4,5,5,17.0,Alto Risco
32,Feminino,Administrativo,Home Office,3,11,2,4,5,3,18.0,Alto Risco
58,Feminino,Saúde,Híbrido,4,2,9,4,1,2,15.2,Moderado Risco
46,Feminino,Financeiro,Presencial,2,10,1,2,4,4,12.8,Moderado Risco
39,Feminino,Tecnologia,Home Office,4,8,1,4,5,5,14.5,Moderado Risco
40,Feminino,Saúde,Home Office,4,4,6,3,3,3,14.1,Moderado Risco
44,Masculino,Tecnologia,Presencial,3,8,4,4,4,3,16.3,Moderado Risco
59,Masculino,Logística,Híbrido,1,2,6,1,5,1,15.5,Moderado Risco
39,Masculino,Vendas/MKT,Híbrido,2,5,6,3,2,1,14.4,Moderado Risco
47,Feminino,Tecnologia,Home Office,5,12,4,1,2,4,9.9,Baixo Risco
27,Feminino,Financeiro,Presencial,4,1,0,4,2,3,11.4,Baixo Risco
25,Masculino,Tecnologia,Presencial,4,2,1,4,3,2,13.6,Moderado Risco
50,Masculino,Vendas/MKT,Home Office,3,1,1,2,1,3,7.2,Baixo Risco
55,Masculino,Vendas/MKT,Híbrido,4,11,5,1,4,3,13.3,Moderado Risco
38,Masculino,Tecnologia,Híbrido,4,1,3,1,1,5,3.7,Baixo Risco
37,Masculino,Financeiro,Home Office,4,4,2,5,1,5,9.7,Baixo Risco
23,Masculino,Administrativo,Home Office,3,9,4,5,1,1,16.2,Moderado Risco
55,Feminino,Financeiro,Home Office,1,3,6,5,2,5,11.9,Baixo Risco
29,Masculino,Logística,Presencial,4,10,3,5,4,3,20.3,Alto Risco
34,Feminino,Financeiro,Home Office,2,3,7,1,2,5,5.9,Baixo Risco
29,Feminino,Logística,Home Office,4,12,3,2,1,1,14.2,Moderado Risco
51,Masculino,Administrativo,Presencial,4,7,3,5,5,4,17.0,Alto Risco
53,Feminino,Administrativo,Híbrido,2,13,4,1,3,2,13.1,Moderado Risco
57,Feminino,Vendas/MKT,Presencial,3,5,1,2,3,3,11.1,Baixo Risco
51,Feminino,Financeiro,Home Office,5,9,5,2,1,2,10.7,Baixo Risco
22,Feminino,Financeiro,Home Office,2,1,7,5,2,4,12.9,Moderado Risco
38,Feminino,Financeiro,Home Office,5,12,4,1,4,3,13.3,Moderado Risco
41,Feminino,Administrativo,Presencial,1,0,7,3,2,2,11.9,Baixo Risco
45,Feminino,Vendas/MKT,Híbrido,1,4,4,1,4,4,9.3,Baixo Risco
43,Feminino,Financeiro,Presencial,4,14,5,2,5,3,16.0,Moderado Risco
50,Outro,Tecnologia,Home Office,4,6,5,4,4,4,15.3,Moderado Risco
43,Feminino,Logística,Híbrido,3,4,5,5,4,3,18.3,Alto Risco
30,Feminino,Administrativo,Presencial,5,11,4,2,5,3,16.0,Moderado Risco
58,Masculino,Logística,Presencial,1,3,6,3,3,4,13.1,Moderado Risco
31,Masculino,Tecnologia,Híbrido,1,4,7,3,4,1,15.3,Moderado Risco
57,Masculino,Tecnologia,Híbrido,4,10,10,3,5,2,19.5,Alto Risco
58,Feminino,Financeiro,Home Office,4,9,6,3,4,1,16.8,Moderado Risco
49,Masculino,Administrativo,Presencial,3,7,6,1,2,5,7.4,Baixo Risco
49,Masculino,Administrativo,Híbrido,4,4,6,2,5,2,14.0,Moderado Risco
42,Masculino,Administrativo,Presencial,4,8,6,3,1,3,11.2,Baixo Risco
45,Masculino,Vendas/MKT,Híbrido,3,9,6,2,4,2,14.3,Moderado Risco
23,Masculino,Logística,Home Office,4,6,6,2,4,2,16.3,Moderado Risco
29,Masculino,Logística,Híbrido,4,10,2,4,2,5,14.4,Moderado Risco
48,Masculino,Logística,Presencial,4,12,0,1,2,1,13.9,Moderado Risco
43,Feminino,Vendas/MKT,Home Office,5,13,3,4,1,3,13.2,Moderado Risco
58,Masculino,Financeiro,Presencial,1,10,0,5,5,2,20.5,Alto Risco
48,Masculino,Educação,Home Office,2,13,6,5,1,1,17.7,Alto Risco
50,Feminino,Tecnologia,Híbrido,1,1,1,5,1,5,9.7,Baixo Risco
24,Outro,Saúde,Presencial,5,8,5,4,3,1,19.1,Alto Risco
34,Feminino,Vendas/MKT,Presencial,2,1,4,2,1,5,6.2,Baixo Risco
31,Masculino,Administrativo,Presencial,1,5,7,5,4,2,18.8,Alto Risco
57,Masculino,Logística,Home Office,3,13,3,5,1,3,16.7,Moderado Risco
30,Feminino,Tecnologia,Home Office,5,7,11,4,2,1,16.9,Moderado Risco
48,Masculino,Administrativo,Híbrido,3,1,5,2,2,5,7.4,Baixo Risco
55,Feminino,Vendas/MKT,Presencial,3,5,1,5,4,3,16.8,Moderado Risco
22,Feminino,Financeiro,Home Office,1,4,7,1,3,2,10.1,Baixo Risco
53,Feminino,Logística,Híbrido,2,14,5,5,1,1,19.7,Alto Risco
46,Feminino,Financeiro,Híbrido,4,6,4,4,5,4,16.5,Moderado Risco
50,Feminino,Financeiro,Híbrido,4,9,3,4,2,3,12.9,Moderado Risco
28,Outro,Administrativo,Híbrido,5,12,3,1,4,1,14.3,Moderado Risco
24,Outro,Tecnologia,Híbrido,3,4,2,2,5,5,10.0,Baixo Risco
41,Feminino,Tecnologia,Híbrido,5,13,4,1,1,4,8.7,Baixo Risco
41,Masculino,Tecnologia,Híbrido,1,13,11,5,1,3,16.7,Moderado Risco
51,Feminino,Saúde,Home Office,3,14,1,4,1,4,14.2,Moderado Risco
56,Feminino,Tecnologia,Híbrido,4,14,6,2,5,3,16.0,Moderado Risco
56,Feminino,Saúde,Híbrido,1,2,7,5,1,2,15.7,Moderado Risco
